Código,COUNTER,CO_FRAC_RA
20021604.0,31.0,21_60_4.
20021604.0,189.0,21_60_4.
20021604.0,214.0,21_60_4.
20021604.0,220.0,21_60_4.
20021604.0,222.0,21_60_4.
20021604.0,225.0,21_60_4.
20021604.0,227.0,21_60_4.
20021605.0,42.0,21_60_5.
20021605.0,58.0,21_60_5.
20021605.0,60.0,21_60_5.
20021605.0,69.0,21_60_5.
20021605.0,72.0,21_60_5.
20021605.0,84.0,21_60_5.
20021605.0,86.0,21_60_5.
20021605.0,96.0,21_60_5.
20021605.0,106.0,21_60_5.
20021605.0,110.0,21_60_5.
20021605.0,188.0,21_60_5.
20021605.0,195.0,21_60_5.
20021605.0,208.0,21_60_5.
20021605.0,210.0,21_60_5.
20021605.0,265.0,21_60_5.
20021605.0,297.0,21_60_5.
20021605.0,299.0,21_60_5.
20021605.0,303.0,21_60_5.
20021605.0,332.0,21_60_5.
20021605.0,365.0,21_60_5.
20021606.0,95.0,21_60_6.
20021606.0,97.0,21_60_6.
20021606.0,100.0,21_60_6.
20021606.0,105.0,21_60_6.
20021606.0,115.0,21_60_6.
20021606.0,120.0,21_60_6.
20021606.0,123.0,21_60_6.
20021606.0,148.0,21_60_6.
20021606.0,158.0,21_60_6.
20021606.0,214.0,21_60_6.
20021606.0,266.0,21_60_6.
20021606.0,274.0,21_60_6.
20021606.0,284.0,21_60_6.
20021606.0,290.0,21_60_6.
20021606.0,311.0,21_60_6.
20021607.0,48.0,21_60_7.
20021607.0,50.0,21_60_7.
20021607.0,93.0,21_60_7.
20021607.0,153.0,21_60_7.
20021607.0,194.0,21_60_7.
20021607.0,237.0,21_60_7.
20021607.0,247.0,21_60_7.
20021607.0,306.0,21_60_7.
20021607.0,326.0,21_60_7.
20021608.0,116.0,21_60_8.
20021608.0,132.0,21_60_8.
20021608.0,161.0,21_60_8.
20021608.0,163.0,21_60_8.
20021608.0,177.0,21_60_8.
20021608.0,195.0,21_60_8.
20021701.0,12.0,21_70_1.
20021701.0,68.0,21_70_1.
20021701.0,79.0,21_70_1.
20021701.0,114.0,21_70_1.
20021701.0,120.0,21_70_1.
20021701.0,169.0,21_70_1.
20021701.0,175.0,21_70_1.
20021701.0,214.0,21_70_1.
20021701.0,368.0,21_70_1.
20021701.0,470.0,21_70_1.
20021702.0,46.0,21_70_2.
20021702.0,79.0,21_70_2.
20021702.0,132.0,21_70_2.
20021702.0,170.0,21_70_2.
20021702.0,242.0,21_70_2.
20021702.0,243.0,21_70_2.
20021702.0,253.0,21_70_2.
20021702.0,310.0,21_70_2.
20021702.0,311.0,21_70_2.
20021702.0,320.0,21_70_2.
20021702.0,346.0,21_70_2.
20021702.0,364.0,21_70_2.
20021702.0,373.0,21_70_2.
20021703.0,67.0,21_70_3.
20021703.0,71.0,21_70_3.
20021703.0,131.0,21_70_3.
20021703.0,148.0,21_70_3.
20021703.0,183.0,21_70_3.
20021703.0,269.0,21_70_3.
20021703.0,306.0,21_70_3.
20021703.0,436.0,21_70_3.
20021704.0,22.0,21_70_4.
20021704.0,50.0,21_70_4.
20021704.0,54.0,21_70_4.
20021704.0,147.0,21_70_4.
20021705.0,103.0,21_70_5.
20021705.0,112.0,21_70_5.
20021705.0,114.0,21_70_5.
20021705.0,146.0,21_70_5.
20021705.0,177.0,21_70_5.
20021705.0,178.0,21_70_5.
20021705.0,209.0,21_70_5.
20021705.0,255.0,21_70_5.
20021705.0,257.0,21_70_5.
20021705.0,258.0,21_70_5.
20021706.0,12.0,21_70_6.
20021706.0,13.0,21_70_6.
20021706.0,31.0,21_70_6.
20021706.0,108.0,21_70_6.
20021706.0,131.0,21_70_6.
20021706.0,144.0,21_70_6.
20021706.0,162.0,21_70_6.
20021706.0,203.0,21_70_6.
20021706.0,216.0,21_70_6.
20021706.0,220.0,21_70_6.
20021706.0,225.0,21_70_6.
20021706.0,263.0,21_70_6.
20021707.0,4.0,21_70_7.
20021707.0,7.0,21_70_7.
20021707.0,20.0,21_70_7.
20021707.0,76.0,21_70_7.
20021707.0,222.0,21_70_7.
20021707.0,237.0,21_70_7.
20021707.0,497.0,21_70_7.
20021708.0,59.0,21_70_8.
20021708.0,61.0,21_70_8.
20021708.0,68.0,21_70_8.
20021708.0,101.0,21_70_8.
20021708.0,159.0,21_70_8.
20021708.0,249.0,21_70_8.
20021709.0,53.0,21_70_9.
20021709.0,177.0,21_70_9.
20021709.0,345.0,21_70_9.
20021801.0,54.0,21_80_1.
20021801.0,189.0,21_80_1.
20021801.0,250.0,21_80_1.
20021801.0,427.0,21_80_1.
20021802.0,142.0,21_80_2.
20021802.0,163.0,21_80_2.
20021802.0,263.0,21_80_2.
20021802.0,342.0,21_80_2.
20021802.0,391.0,21_80_2.
20021802.0,405.0,21_80_2.
20021802.0,491.0,21_80_2.
20021803.0,48.0,21_80_3.
20021803.0,65.0,21_80_3.
20021803.0,160.0,21_80_3.
20021803.0,162.0,21_80_3.
20021803.0,201.0,21_80_3.
20021803.0,217.0,21_80_3.
20021803.0,255.0,21_80_3.
20021803.0,274.0,21_80_3.
20021803.0,283.0,21_80_3.
20021804.0,2.0,21_80_4.
20021804.0,6.0,21_80_4.
20021805.0,131.0,21_80_5.
20021805.0,240.0,21_80_5.
20021806.0,37.0,21_80_6.
20021806.0,184.0,21_80_6.
20021806.0,301.0,21_80_6.
20021807.0,15.0,21_80_7.
20021807.0,55.0,21_80_7.
20021807.0,212.0,21_80_7.
20021807.0,256.0,21_80_7.
20021808.0,280.0,21_80_8.
20021808.0,327.0,21_80_8.
20021901.0,52.0,21_90_1.
20021901.0,127.0,21_90_1.
20021901.0,148.0,21_90_1.
20021901.0,195.0,21_90_1.
20021901.0,201.0,21_90_1.
20021902.0,4.0,21_90_2.
20021902.0,160.0,21_90_2.
20021902.0,199.0,21_90_2.
20021902.0,214.0,21_90_2.
20021902.0,301.0,21_90_2.
20021902.0,306.0,21_90_2.
20021903.0,70.0,21_90_3.
20021903.0,72.0,21_90_3.
20021903.0,88.0,21_90_3.
20021903.0,90.0,21_90_3.
20021903.0,93.0,21_90_3.
20021903.0,121.0,21_90_3.
20021904.0,74.0,21_90_4.
20021904.0,103.0,21_90_4.
20021904.0,104.0,21_90_4.
20021904.0,183.0,21_90_4.
20021904.0,194.0,21_90_4.
20021904.0,205.0,21_90_4.
20021904.0,209.0,21_90_4.
20021904.0,447.0,21_90_4.
20021904.0,491.0,21_90_4.
20021905.0,205.0,21_90_5.
20021905.0,304.0,21_90_5.
20021908.0,9.0,21_90_8.
20022001.0,110.0,22__1.
20022001.0,452.0,22__1.
20022002.0,111.0,22__2.
20022002.0,279.0,22__2.
20022002.0,322.0,22__2.
20022003.0,336.0,22__3.
20022004.0,305.0,22__4.
20022004.0,328.0,22__4.
20022005.0,31.0,22__5.
20022005.0,129.0,22__5.
20022006.0,303.0,22__6.
20022006.0,345.0,22__6.
20022007.0,176.0,22__7.
20022007.0,179.0,22__7.
20022008.0,73.0,22__8.
20022101.0,61.0,22_10_1.
20022101.0,204.0,22_10_1.
20022101.0,213.0,22_10_1.
20022101.0,227.0,22_10_1.
20022101.0,284.0,22_10_1.
20022101.0,288.0,22_10_1.
20022101.0,328.0,22_10_1.
20022101.0,344.0,22_10_1.
20022101.0,388.0,22_10_1.
20022101.0,416.0,22_10_1.
20022101.0,444.0,22_10_1.
20022102.0,31.0,22_10_2.
20022102.0,45.0,22_10_2.
20022102.0,48.0,22_10_2.
20022102.0,81.0,22_10_2.
20022102.0,105.0,22_10_2.
20022102.0,108.0,22_10_2.
20022102.0,113.0,22_10_2.
20022102.0,119.0,22_10_2.
20022102.0,120.0,22_10_2.
20022102.0,136.0,22_10_2.
20022102.0,139.0,22_10_2.
20022102.0,144.0,22_10_2.
20022102.0,161.0,22_10_2.
20022102.0,173.0,22_10_2.
20022102.0,208.0,22_10_2.
20022102.0,209.0,22_10_2.
20022102.0,260.0,22_10_2.
20022102.0,355.0,22_10_2.
20022103.0,55.0,22_10_3.
20022103.0,89.0,22_10_3.
20022103.0,276.0,22_10_3.
20022104.0,288.0,22_10_4.
20022104.0,403.0,22_10_4.
20022104.0,424.0,22_10_4.
20022104.0,455.0,22_10_4.
20022105.0,308.0,22_10_5.
20022105.0,458.0,22_10_5.
20022106.0,12.0,22_10_6.
20022106.0,152.0,22_10_6.
20022106.0,153.0,22_10_6.
20022106.0,223.0,22_10_6.
20022106.0,415.0,22_10_6.
20022106.0,464.0,22_10_6.
20022201.0,5.0,22_20_1.
20022201.0,201.0,22_20_1.
20022201.0,213.0,22_20_1.
20022201.0,288.0,22_20_1.
20022201.0,294.0,22_20_1.
20022201.0,327.0,22_20_1.
20022201.0,343.0,22_20_1.
20022202.0,38.0,22_20_2.
20022202.0,55.0,22_20_2.
20022202.0,67.0,22_20_2.
20022202.0,84.0,22_20_2.
20022202.0,117.0,22_20_2.
20022202.0,141.0,22_20_2.
20022202.0,247.0,22_20_2.
20022202.0,253.0,22_20_2.
20022204.0,103.0,22_20_4.
20022204.0,285.0,22_20_4.
20022204.0,419.0,22_20_4.
20022205.0,109.0,22_20_5.
20022205.0,114.0,22_20_5.
20022205.0,121.0,22_20_5.
20022205.0,496.0,22_20_5.
20022206.0,219.0,22_20_6.
20022206.0,226.0,22_20_6.
20022206.0,241.0,22_20_6.
20022206.0,299.0,22_20_6.
20022206.0,350.0,22_20_6.
20022206.0,535.0,22_20_6.
20022301.0,72.0,22_30_1.
20022301.0,104.0,22_30_1.
20022301.0,168.0,22_30_1.
20022301.0,231.0,22_30_1.
20022301.0,246.0,22_30_1.
20022301.0,255.0,22_30_1.
20022301.0,343.0,22_30_1.
20022301.0,353.0,22_30_1.
20022301.0,365.0,22_30_1.
20022302.0,13.0,22_30_2.
20022302.0,146.0,22_30_2.
20022302.0,178.0,22_30_2.
20022302.0,183.0,22_30_2.
20022302.0,297.0,22_30_2.
20022302.0,322.0,22_30_2.
20022302.0,342.0,22_30_2.
20022302.0,410.0,22_30_2.
20022302.0,430.0,22_30_2.
20022302.0,450.0,22_30_2.
20022302.0,452.0,22_30_2.
20022302.0,472.0,22_30_2.
20022302.0,491.0,22_30_2.
20022302.0,511.0,22_30_2.
20022303.0,34.0,22_30_3.
20022303.0,222.0,22_30_3.
20022303.0,386.0,22_30_3.
20022304.0,45.0,22_30_4.
20022304.0,70.0,22_30_4.
20022304.0,196.0,22_30_4.
20022304.0,237.0,22_30_4.
20022305.0,111.0,22_30_5.
20022305.0,113.0,22_30_5.
20022305.0,214.0,22_30_5.
20022305.0,218.0,22_30_5.
20022305.0,278.0,22_30_5.
20022306.0,23.0,22_30_6.
20022306.0,37.0,22_30_6.
20022306.0,93.0,22_30_6.
20022307.0,215.0,22_30_7.
20022308.0,56.0,22_30_8.
20022308.0,155.0,22_30_8.
20022309.0,165.0,22_30_9.
20022309.0,208.0,22_30_9.
20022309.0,268.0,22_30_9.
20022309.0,271.0,22_30_9.
20022309.0,288.0,22_30_9.
20022309.0,331.0,22_30_9.
20022309.0,339.0,22_30_9.
20022309.0,382.0,22_30_9.
20022309.0,423.0,22_30_9.
20022309.0,441.0,22_30_9.
20022401.0,23.0,22_40_1.
20022401.0,73.0,22_40_1.
20022401.0,108.0,22_40_1.
20022401.0,141.0,22_40_1.
20022401.0,157.0,22_40_1.
20022401.0,161.0,22_40_1.
20022401.0,168.0,22_40_1.
20022401.0,188.0,22_40_1.
20022401.0,260.0,22_40_1.
20022401.0,383.0,22_40_1.
20022401.0,387.0,22_40_1.
20022401.0,391.0,22_40_1.
20022401.0,415.0,22_40_1.
20022401.0,422.0,22_40_1.
20022402.0,139.0,22_40_2.
20022402.0,162.0,22_40_2.
20022402.0,170.0,22_40_2.
20022402.0,180.0,22_40_2.
20022402.0,236.0,22_40_2.
20022402.0,244.0,22_40_2.
20022402.0,248.0,22_40_2.
20022402.0,316.0,22_40_2.
20022402.0,341.0,22_40_2.
20022402.0,374.0,22_40_2.
20022403.0,51.0,22_40_3.
20022403.0,76.0,22_40_3.
20022403.0,121.0,22_40_3.
20022403.0,130.0,22_40_3.
20022403.0,131.0,22_40_3.
20022403.0,200.0,22_40_3.
20022403.0,239.0,22_40_3.
20022403.0,247.0,22_40_3.
20022403.0,264.0,22_40_3.
20022403.0,286.0,22_40_3.
20022404.0,16.0,22_40_4.
20022404.0,83.0,22_40_4.
20022404.0,100.0,22_40_4.
20022404.0,266.0,22_40_4.
20022404.0,269.0,22_40_4.
20022404.0,273.0,22_40_4.
20022404.0,321.0,22_40_4.
20022404.0,322.0,22_40_4.
20022404.0,452.0,22_40_4.
20022405.0,498.0,22_40_5.
20022406.0,48.0,22_40_6.
20022406.0,81.0,22_40_6.
20022406.0,103.0,22_40_6.
20022406.0,131.0,22_40_6.
20022406.0,151.0,22_40_6.
20022406.0,272.0,22_40_6.
20022406.0,322.0,22_40_6.
20022406.0,412.0,22_40_6.
20022406.0,417.0,22_40_6.
20022502.0,181.0,22_50_2.
20022502.0,276.0,22_50_2.
20022503.0,92.0,22_50_3.
20022504.0,32.0,22_50_4.
20022504.0,112.0,22_50_4.
20022504.0,374.0,22_50_4.
20022505.0,56.0,22_50_5.
20022505.0,92.0,22_50_5.
20022505.0,338.0,22_50_5.
20022507.0,305.0,22_50_7.
20022507.0,319.0,22_50_7.
20022508.0,1.0,22_50_8.
20022508.0,258.0,22_50_8.
20022508.0,264.0,22_50_8.
20022508.0,484.0,22_50_8.
20022509.0,21.0,22_50_9.
20022510.0,104.0,22_51_.
20022510.0,123.0,22_51_.
20022511.0,197.0,22_51_1.
20022511.0,358.0,22_51_1.
20022511.0,430.0,22_51_1.
20030101.0,13.0,30_10_1.
20030101.0,342.0,30_10_1.
20030102.0,24.0,30_10_2.
20030103.0,246.0,30_10_3.
20030103.0,466.0,30_10_3.
20030104.0,49.0,30_10_4.
20030105.0,75.0,30_10_5.
20030105.0,303.0,30_10_5.
20030107.0,95.0,30_10_7.
20030108.0,173.0,30_10_8.
20030109.0,179.0,30_10_9.
20030201.0,56.0,30_20_1.
20030201.0,78.0,30_20_1.
20030201.0,150.0,30_20_1.
20030201.0,153.0,30_20_1.
20030201.0,179.0,30_20_1.
20030202.0,83.0,30_20_2.
20030202.0,87.0,30_20_2.
20030202.0,321.0,30_20_2.
20030203.0,62.0,30_20_3.
20030204.0,98.0,30_20_4.
20030204.0,207.0,30_20_4.
20030205.0,160.0,30_20_5.
20030205.0,220.0,30_20_5.
20030206.0,132.0,30_20_6.
20030206.0,361.0,30_20_6.
20030207.0,115.0,30_20_7.
20030207.0,160.0,30_20_7.
20030207.0,191.0,30_20_7.
20030208.0,129.0,30_20_8.
20030208.0,135.0,30_20_8.
20030209.0,151.0,30_20_9.
20030211.0,184.0,30_21_1.
20030212.0,25.0,30_21_2.
20030212.0,32.0,30_21_2.
20030212.0,159.0,30_21_2.
20030212.0,160.0,30_21_2.
20030212.0,175.0,30_21_2.
20030212.0,251.0,30_21_2.
20030301.0,92.0,30_30_1.
20030301.0,364.0,30_30_1.
20030301.0,382.0,30_30_1.
20030301.0,405.0,30_30_1.
20030301.0,408.0,30_30_1.
20030301.0,470.0,30_30_1.
20030302.0,125.0,30_30_2.
20030302.0,172.0,30_30_2.
20030302.0,181.0,30_30_2.
20030303.0,52.0,30_30_3.
20030303.0,84.0,30_30_3.
20030303.0,87.0,30_30_3.
20030303.0,159.0,30_30_3.
20030303.0,172.0,30_30_3.
20030304.0,84.0,30_30_4.
20030304.0,208.0,30_30_4.
20030304.0,213.0,30_30_4.
20030305.0,33.0,30_30_5.
20030305.0,39.0,30_30_5.
20030305.0,72.0,30_30_5.
20030305.0,244.0,30_30_5.
20030306.0,129.0,30_30_6.
20030306.0,133.0,30_30_6.
20030307.0,92.0,30_30_7.
20030307.0,103.0,30_30_7.
20030307.0,112.0,30_30_7.
20030307.0,123.0,30_30_7.
20030307.0,156.0,30_30_7.
20030307.0,181.0,30_30_7.
20030307.0,190.0,30_30_7.
20030307.0,234.0,30_30_7.
20030307.0,291.0,30_30_7.
20030308.0,240.0,30_30_8.
20030308.0,250.0,30_30_8.
20030310.0,385.0,30_31_.
20030401.0,38.0,30_40_1.
20030402.0,210.0,30_40_2.
20030404.0,230.0,30_40_4.
20030405.0,48.0,30_40_5.
20030407.0,33.0,30_40_7.
20030407.0,124.0,30_40_7.
20030407.0,135.0,30_40_7.
20030407.0,184.0,30_40_7.
20030502.0,101.0,30_50_2.
20030503.0,157.0,30_50_3.
20030504.0,160.0,30_50_4.
20030505.0,16.0,30_50_5.
20030505.0,157.0,30_50_5.
20030505.0,161.0,30_50_5.
20030505.0,229.0,30_50_5.
20030505.0,323.0,30_50_5.
20030506.0,57.0,30_50_6.
20030506.0,65.0,30_50_6.
20030507.0,78.0,30_50_7.
20030507.0,124.0,30_50_7.
20030507.0,204.0,30_50_7.
20030507.0,253.0,30_50_7.
20030601.0,62.0,30_60_1.
20030601.0,76.0,30_60_1.
20030601.0,130.0,30_60_1.
20030601.0,233.0,30_60_1.
20030602.0,164.0,30_60_2.
20030603.0,33.0,30_60_3.
20030603.0,42.0,30_60_3.
20030603.0,308.0,30_60_3.
20030603.0,313.0,30_60_3.
20030604.0,259.0,30_60_4.
20030606.0,14.0,30_60_6.
20030701.0,14.0,30_70_1.
20030701.0,26.0,30_70_1.
20030701.0,46.0,30_70_1.
20030702.0,3.0,30_70_2.
20030702.0,13.0,30_70_2.
20030702.0,217.0,30_70_2.
20030702.0,399.0,30_70_2.
20030703.0,233.0,30_70_3.
20030703.0,266.0,30_70_3.
20030704.0,99.0,30_70_4.
20030704.0,189.0,30_70_4.
20030704.0,191.0,30_70_4.
20030705.0,167.0,30_70_5.
20030706.0,261.0,30_70_6.
20030706.0,266.0,30_70_6.
20030707.0,163.0,30_70_7.
20030707.0,320.0,30_70_7.
20030707.0,406.0,30_70_7.
20030707.0,416.0,30_70_7.
20030707.0,443.0,30_70_7.
20030709.0,234.0,30_70_9.
20030709.0,258.0,30_70_9.
20030801.0,85.0,30_80_1.
20030801.0,147.0,30_80_1.
20030801.0,237.0,30_80_1.
20030801.0,288.0,30_80_1.
20030802.0,20.0,30_80_2.
20030802.0,174.0,30_80_2.
20030803.0,154.0,30_80_3.
20030803.0,205.0,30_80_3.
20030804.0,113.0,30_80_4.
20030804.0,170.0,30_80_4.
20030804.0,202.0,30_80_4.
20030805.0,26.0,30_80_5.
20030805.0,74.0,30_80_5.
20030806.0,95.0,30_80_6.
20030806.0,182.0,30_80_6.
20030809.0,92.0,30_80_9.
20030809.0,152.0,30_80_9.
20030809.0,272.0,30_80_9.
20030901.0,225.0,30_90_1.
20030902.0,156.0,30_90_2.
20030904.0,140.0,30_90_4.
20030904.0,407.0,30_90_4.
20030905.0,100.0,30_90_5.
20030907.0,8.0,30_90_7.
20030907.0,27.0,30_90_7.
20030908.0,92.0,30_90_8.
20030910.0,12.0,30_91_.
20030910.0,80.0,30_91_.
20030910.0,136.0,30_91_.
20031001.0,123.0,31__1.
20031002.0,264.0,31__2.
20031003.0,39.0,31__3.
20031003.0,124.0,31__3.
20031003.0,136.0,31__3.
20031004.0,237.0,31__4.
20031005.0,106.0,31__5.
20031007.0,42.0,31__7.
20031007.0,132.0,31__7.
20031101.0,102.0,31_10_1.
20031101.0,114.0,31_10_1.
20031101.0,115.0,31_10_1.
20031101.0,184.0,31_10_1.
20031101.0,271.0,31_10_1.
20031101.0,340.0,31_10_1.
20031102.0,229.0,31_10_2.
20031104.0,87.0,31_10_4.
20031104.0,153.0,31_10_4.
20031104.0,206.0,31_10_4.
20031104.0,247.0,31_10_4.
20031104.0,248.0,31_10_4.
20031104.0,318.0,31_10_4.
20031104.0,352.0,31_10_4.
20031104.0,355.0,31_10_4.
20031106.0,275.0,31_10_6.
20031106.0,359.0,31_10_6.
20031107.0,56.0,31_10_7.
20031107.0,214.0,31_10_7.
20031108.0,135.0,31_10_8.
20031201.0,246.0,31_20_1.
20031202.0,243.0,31_20_2.
20031202.0,384.0,31_20_2.
20031203.0,31.0,31_20_3.
20031203.0,167.0,31_20_3.
20031203.0,224.0,31_20_3.
20031205.0,71.0,31_20_5.
20031205.0,91.0,31_20_5.
20031205.0,265.0,31_20_5.
20031208.0,91.0,31_20_8.
20031210.0,203.0,31_21_.
20031301.0,158.0,31_30_1.
20031301.0,194.0,31_30_1.
20031301.0,216.0,31_30_1.
20031302.0,60.0,31_30_2.
20031302.0,215.0,31_30_2.
20031302.0,294.0,31_30_2.
20031305.0,147.0,31_30_5.
20031309.0,206.0,31_30_9.
20031309.0,351.0,31_30_9.
20031402.0,328.0,31_40_2.
20031402.0,355.0,31_40_2.
20031403.0,234.0,31_40_3.
20031403.0,398.0,31_40_3.
20031404.0,68.0,31_40_4.
20031405.0,143.0,31_40_5.
20031405.0,147.0,31_40_5.
20031405.0,174.0,31_40_5.
20031406.0,112.0,31_40_6.
20031502.0,245.0,31_50_2.
20031503.0,239.0,31_50_3.
20031504.0,198.0,31_50_4.
20031504.0,292.0,31_50_4.
20031505.0,153.0,31_50_5.
20031506.0,276.0,31_50_6.
20031508.0,356.0,31_50_8.
20031508.0,611.0,31_50_8.
20031509.0,6.0,31_50_9.
20031601.0,202.0,31_60_1.
20031601.0,332.0,31_60_1.
20031603.0,303.0,31_60_3.
20031604.0,170.0,31_60_4.
20031606.0,59.0,31_60_6.
20031608.0,248.0,31_60_8.
20031609.0,128.0,31_60_9.
20031609.0,393.0,31_60_9.
20031609.0,404.0,31_60_9.
20031609.0,468.0,31_60_9.
20031702.0,42.0,31_70_2.
20031702.0,307.0,31_70_2.
20031704.0,143.0,31_70_4.
20031704.0,166.0,31_70_4.
20031704.0,259.0,31_70_4.
20031704.0,275.0,31_70_4.
20031707.0,49.0,31_70_7.
20031801.0,91.0,31_80_1.
20031802.0,185.0,31_80_2.
20031805.0,88.0,31_80_5.
20031810.0,152.0,31_81_.
20031810.0,171.0,31_81_.
20031901.0,35.0,31_90_1.
20031901.0,384.0,31_90_1.
20031901.0,501.0,31_90_1.
20031904.0,119.0,31_90_4.
20031906.0,257.0,31_90_6.
20032001.0,138.0,32__1.
20032003.0,211.0,32__3.
20032003.0,264.0,32__3.
20032004.0,41.0,32__4.
20032004.0,57.0,32__4.
20032005.0,107.0,32__5.
20032006.0,24.0,32__6.
20032007.0,33.0,32__7.
20032007.0,88.0,32__7.
20032007.0,296.0,32__7.
20032008.0,104.0,32__8.
20032008.0,114.0,32__8.
20032009.0,188.0,32__9.
20032009.0,200.0,32__9.
20032009.0,202.0,32__9.
20032010.0,69.0,32_1_.
20032101.0,67.0,32_10_1.
20032101.0,187.0,32_10_1.
20032102.0,279.0,32_10_2.
20032102.0,295.0,32_10_2.
20032102.0,357.0,32_10_2.
20032102.0,358.0,32_10_2.
20032103.0,45.0,32_10_3.
20032103.0,60.0,32_10_3.
20032103.0,101.0,32_10_3.
20032104.0,179.0,32_10_4.
20032104.0,180.0,32_10_4.
20032105.0,126.0,32_10_5.
20032105.0,144.0,32_10_5.
20032108.0,19.0,32_10_8.
20032108.0,191.0,32_10_8.
20032108.0,302.0,32_10_8.
20032109.0,158.0,32_10_9.
20032109.0,168.0,32_10_9.
20032202.0,231.0,32_20_2.
20032204.0,9.0,32_20_4.
20032205.0,306.0,32_20_5.
20032206.0,129.0,32_20_6.
20032207.0,62.0,32_20_7.
20032302.0,252.0,32_30_2.
20032306.0,113.0,32_30_6.
20032308.0,136.0,32_30_8.
20032308.0,305.0,32_30_8.
20032309.0,309.0,32_30_9.
20032310.0,267.0,32_31_.
20032310.0,313.0,32_31_.
20032310.0,338.0,32_31_.
20032401.0,129.0,32_40_1.
20032401.0,131.0,32_40_1.
20032403.0,175.0,32_40_3.
20032404.0,251.0,32_40_4.
20032405.0,22.0,32_40_5.
20032405.0,98.0,32_40_5.
20032406.0,8.0,32_40_6.
20032406.0,143.0,32_40_6.
20032407.0,51.0,32_40_7.
20032408.0,27.0,32_40_8.
20032408.0,249.0,32_40_8.
20032501.0,129.0,32_50_1.
20032504.0,239.0,32_50_4.
20032508.0,9.0,32_50_8.
20032508.0,374.0,32_50_8.
20032601.0,91.0,32_60_1.
20032601.0,143.0,32_60_1.
20032601.0,149.0,32_60_1.
20032603.0,280.0,32_60_3.
20032606.0,170.0,32_60_6.
20032607.0,280.0,32_60_7.
20032608.0,85.0,32_60_8.
20032701.0,125.0,32_70_1.
20032701.0,274.0,32_70_1.
20032704.0,131.0,32_70_4.
20032704.0,165.0,32_70_4.
20032705.0,146.0,32_70_5.
20032707.0,131.0,32_70_7.
20032707.0,255.0,32_70_7.
20040102.0,178.0,40_10_2.
20040102.0,247.0,40_10_2.
20040103.0,212.0,40_10_3.
20040109.0,62.0,40_10_9.
20040109.0,200.0,40_10_9.
20040112.0,143.0,40_11_2.
20040201.0,242.0,40_20_1.
20040202.0,135.0,40_20_2.
20040202.0,167.0,40_20_2.
20040202.0,255.0,40_20_2.
20040204.0,10.0,40_20_4.
20040204.0,28.0,40_20_4.
20040204.0,133.0,40_20_4.
20040206.0,68.0,40_20_6.
20040209.0,51.0,40_20_9.
20040210.0,213.0,40_21_.
20040303.0,133.0,40_30_3.
20040305.0,105.0,40_30_5.
20040305.0,127.0,40_30_5.
20040308.0,5.0,40_30_8.
20040312.0,93.0,40_31_2.
20040312.0,164.0,40_31_2.
20040401.0,19.0,40_40_1.
20040401.0,179.0,40_40_1.
20040402.0,23.0,40_40_2.
20040405.0,145.0,40_40_5.
20040406.0,175.0,40_40_6.
20040407.0,15.0,40_40_7.
20040407.0,48.0,40_40_7.
20040407.0,287.0,40_40_7.
20040408.0,192.0,40_40_8.
20040411.0,74.0,40_41_1.
20040411.0,81.0,40_41_1.
20040411.0,215.0,40_41_1.
20040411.0,285.0,40_41_1.
20040501.0,182.0,40_50_1.
20040505.0,53.0,40_50_5.
20040507.0,140.0,40_50_7.
20040508.0,160.0,40_50_8.
20040510.0,351.0,40_51_.
20040511.0,100.0,40_51_1.
20040511.0,321.0,40_51_1.
20040601.0,122.0,40_60_1.
20040604.0,79.0,40_60_4.
20040605.0,10.0,40_60_5.
20040605.0,60.0,40_60_5.
20040605.0,261.0,40_60_5.
20040607.0,227.0,40_60_7.
20040607.0,256.0,40_60_7.
20040608.0,92.0,40_60_8.
20040609.0,55.0,40_60_9.
20040609.0,67.0,40_60_9.
20040611.0,85.0,40_61_1.
20040703.0,237.0,40_70_3.
20040704.0,38.0,40_70_4.
20040704.0,271.0,40_70_4.
20040704.0,275.0,40_70_4.
20040705.0,198.0,40_70_5.
20040706.0,83.0,40_70_6.
20040707.0,278.0,40_70_7.
20040709.0,26.0,40_70_9.
20040710.0,32.0,40_71_.
20040802.0,180.0,40_80_2.
20040803.0,95.0,40_80_3.
20040803.0,111.0,40_80_3.
20040803.0,175.0,40_80_3.
20040806.0,74.0,40_80_6.
20040806.0,197.0,40_80_6.
20040902.0,184.0,40_90_2.
20041005.0,15.0,41__5.
20041006.0,280.0,41__6.
20041007.0,201.0,41__7.
20041009.0,60.0,41__9.
20041101.0,213.0,41_10_1.
20041103.0,54.0,41_10_3.
20041109.0,52.0,41_10_9.
20041203.0,19.0,41_20_3.
20041204.0,285.0,41_20_4.
20041205.0,67.0,41_20_5.
20041206.0,87.0,41_20_6.
20041206.0,123.0,41_20_6.
20041209.0,105.0,41_20_9.
20041209.0,106.0,41_20_9.
20041210.0,259.0,41_21_.
20041211.0,148.0,41_21_1.
20041212.0,4.0,41_21_2.
20041301.0,107.0,41_30_1.
20041303.0,9.0,41_30_3.
20041304.0,164.0,41_30_4.
20041307.0,47.0,41_30_7.
20041309.0,132.0,41_30_9.
20041310.0,103.0,41_31_.
20041311.0,242.0,41_31_1.
20041311.0,254.0,41_31_1.
20041403.0,135.0,41_40_3.
20041404.0,17.0,41_40_4.
