longitud;latitud;fecha;calle;numero;m2;dolares;u_s_m2;fot;distrito_c;fuente_;cotiz;pesos;m2__pesos_;barrio;comuna
-58.5171;-34.6315;2005-12-01;ALCARAZ;6100;130;62000;476.9;1.2;R2b II;buscainmuebles_07;2.99;185380;1426;VERSALLES;10
-58.4007;-34.6451;2005-12-01;ALCORTA, AMANCIO;2800;120;45000;375;;I1;buscainmuebles_04;2.99;134550;1121.3;PARQUE PATRICIOS;4
-58.5145;-34.6118;2005-12-01;ALLENDE;3200;208;85000;408.7;;E3;argenprop_55;2.99;254150;1221.9;VILLA DEVOTO;11
-58.4161;-34.6483;2005-12-01;ALMAFUERTE;900;311.8;98000;314.3;;R2b II;clasificadosargentinos;2.99;293020;939.9;NUEVA POMPEYA;4
-58.3762;-34.6106;2005-12-01;ALSINA, ADOLFO;700;2600;2399000;922.7;7;C1;buscainmuebles_44;2.99;7.17301e+006;2758.9;MONTSERRAT;1
-58.3874;-34.6113;2005-12-01;ALSINA, ADOLFO;1500;756;280000;370.4;3;E1;buscainmuebles_33;2.99;837200;1107.4;MONTSERRAT;1
-58.4003;-34.6122;2005-12-01;ALSINA, ADOLFO;2400;259;115000;444;2.5;R2a II;buscainmuebles_19;2.99;343850;1327.6;BALVANERA;3
-58.4114;-34.6132;2005-12-14;ALSINA, ADOLFO;3200;324;110000;339.5;2.77;R2a II;clarin_hasta15-12_a;3.02;332200;1025.3;BALVANERA;3
-58.4866;-34.5821;2005-12-01;ALTOLAGUIRRE;2000;386;245000;634.7;1.2;R2b II;buscainmuebles_31;2.99;732550;1897.8;VILLA URQUIZA;12
-58.4875;-34.5809;2005-12-01;ALTOLAGUIRRE;2100;421.4;480000;1139.1;;R2b II;buscainmuebles_39;2.99;1.4352e+006;3405.8;VILLA URQUIZA;12
-58.4942;-34.5731;2005-12-01;ALTOLAGUIRRE;2900;159;62000;389.9;;R2b I;argenprop_30;2.99;185380;1165.9;VILLA URQUIZA;12
-58.4945;-34.614;2005-12-01;ALVAREZ JONTE;3800;3860;998000;258.5;;C3 II;argenprop_26;2.99;2.98402e+006;773.1;VILLA DEL PARQUE;11
-58.5173;-34.6301;2005-12-13;ALVAREZ JONTE;6000;115;40000;347.8;;R2b II;expoclasificados_98;3.02;120800;1050.4;VERSALLES;10
-58.4552;-34.6235;2005-12-01;ALVAREZ, DONATO, Tte. Gral.;200;1475;340000;230.5;3.46;R2a II;argenprop_68;2.99;1.0166e+006;689.2;FLORES;7
-58.4574;-34.6186;2005-12-01;ALVAREZ, DONATO, Tte. Gral.;600;263;120000;456.3;;R2b I;argenprop_27;2.99;358800;1364.3;FLORES;7
-58.4651;-34.6029;2005-12-01;ALVAREZ, DONATO, Tte. Gral.;2100;840;420000;500;5;C2;argenprop_10;2.99;1.2558e+006;1495;VILLA GRAL. MITRE;11
-58.4353;-34.5999;2005-12-01;ALVAREZ, JULIAN;500;187;149000;796.8;;R2a II;argenprop_42;2.99;445510;2382.4;VILLA CRESPO;15
-58.4299;-34.5965;2005-12-01;ALVAREZ, JULIAN;1000;969;550000;567.6;;R2b I;argenprop_29;2.99;1.6445e+006;1697.1;VILLA CRESPO;15
-58.4264;-34.5941;2005-12-01;ALVAREZ, JULIAN;1300;190;220000;1157.9;;R2b I;argenprop_27;2.99;657800;3462.1;PALERMO;14
-58.4501;-34.581;2005-12-01;ALVAREZ, THOMAS;500;256;400000;1562.5;;U20;buscainmuebles_37;2.99;1.196e+006;4671.9;CHACARITA;15
-58.4521;-34.5803;2005-12-01;ALVAREZ, THOMAS;700;414;410000;990.3;;C3 II;argenprop_54;2.99;1.2259e+006;2961.1;CHACARITA;15
-58.4536;-34.5798;2005-12-06;ALVAREZ, THOMAS;800;519.5;410000;789.2;;C3 II;lanacion_hasta09-12_01;3.01;1.2341e+006;2375.6;CHACARITA;15
-58.4572;-34.5787;2005-12-01;ALVAREZ, THOMAS;1100;681;800000;1174.7;;C3 II;buscainmuebles_42;2.99;2.392e+006;3512.5;CHACARITA;15
-58.4756;-34.5773;2005-12-01;ALVAREZ, THOMAS;2400;144;80000;555.6;;R2b I;argenprop_63;2.99;239200;1661.1;VILLA ORTUZAR;15
-58.4808;-34.5736;2005-12-26;ALVAREZ, THOMAS;2900;155.5;210000;1350.2;;R2a II;clarin_hasta28-12_h;3.04;638400;4104.6;VILLA URQUIZA;12
-58.4817;-34.5729;2005-12-01;ALVAREZ, THOMAS;3000;266;298000;1120.3;5.2;R2a II;buscainmuebles_34;2.99;891020;3349.7;VILLA URQUIZA;12
-58.4817;-34.5729;2005-12-01;ALVAREZ, THOMAS;3000;150;195000;1300;5.2;R2a II;argenprop_15;2.99;583050;3887;VILLA URQUIZA;12
-58.4826;-34.5722;2005-12-01;ALVAREZ, THOMAS;3100;1352;450000;332.8;5.2;C3 I;argenprop_04;2.99;1.3455e+006;995.2;VILLA URQUIZA;12
-58.4826;-34.5722;2005-12-05;ALVAREZ, THOMAS;3100;147.2;220000;1494.4;;C3 I;clarin_hasta15-12_m;3.01;662200;4498;VILLA URQUIZA;12
-58.4858;-34.5698;2005-12-01;ALVAREZ, THOMAS;3500;576;570000;989.6;;R2a II;argenprop_55;2.99;1.7043e+006;2958.9;VILLA URQUIZA;12
-58.4905;-34.5624;2005-12-13;AMAMBAY;3500;147.2;75000;509.4;;R2b I;expoclasificados_98;3.02;226500;1538.5;SAAVEDRA;12
-58.439;-34.6089;2005-12-01;AMBROSETTI, JUAN B.;800;300;120000;400;3;E3;buscainmuebles_19;2.99;358800;1196;CABALLITO;6
-58.4724;-34.6548;2005-12-01;AMEGHINO, FLORENTINO, Dr.;900;182;30800;169.2;;R2b II;buscainmuebles_02;2.99;92092;506;PARQUE AVELLANEDA;9
-58.4703;-34.6565;2005-12-13;AMEGHINO, FLORENTINO, Dr.;2100;294.4;35000;118.9;1.2;R2b II;expoclasificados_96;3.02;105700;359;PARQUE AVELLANEDA;9
-58.4394;-34.5773;2005-12-01;AMENABAR;50;300;390000;1300;3.46;U20;buscainmuebles_36;2.99;1.1661e+006;3887;PALERMO;14
-58.4464;-34.5726;2005-12-01;AMENABAR;700;265;350000;1320.8;4.15;C3 I;clasificadosargentinos;2.99;1.0465e+006;3949.1;COLEGIALES;13
-58.4489;-34.5711;2005-12-01;AMENABAR;1000;1800;1600000;888.9;;R2a II;argenprop_24;2.99;4.784e+006;2657.8;COLEGIALES;13
-58.4632;-34.558;2005-12-01;AMENABAR;2700;213;240000;1126.8;3.46;R2a II;buscainmuebles_30;2.99;717600;3369;BELGRANO;13
-58.4315;-34.5758;2005-12-01;ANCON;5100;347;250000;720.5;;R2a I;argenprop_42;2.99;747500;2154.2;PALERMO;14
-58.5055;-34.6636;2005-12-13;ANDALGALA;2365;380;88000;231.6;;E2;solodue¤os;3.02;265760;699.4;MATADEROS;9
-58.486;-34.5801;2005-12-01;ANDONAEGUI;2000;750;300000;400;;R2b II;argenprop_65;2.99;897000;1196;VILLA URQUIZA;12
-58.4869;-34.5791;2005-12-01;ANDONAEGUI;2100;487;380000;780.3;;R2b II;argenprop_45;2.99;1.1362e+006;2333.1;VILLA URQUIZA;12
-58.488;-34.5778;2005-12-03;ANDONAEGUI;2200;408;390000;955.9;3.42;R2a II;lanacion_hasta09-12_01;2.99;1.1661e+006;2858.1;VILLA URQUIZA;12
-58.5243;-34.6531;2005-12-01;ANDORRA;7400;70;78000;1114.3;1.6;R2b I;buscainmuebles_10;2.99;233220;3331.7;LINIERS;9
-58.4239;-34.6274;2005-12-01;ANGACO;4200;329;100000;304;;R2b I;argenprop_67;2.99;299000;908.8;BOEDO;5
-58.3743;-34.5813;2005-12-01;ANTARTIDA ARGENTINA;1600;7000;4000000;571.4;;U10;argenprop_03;2.99;1.196e+007;1708.6;RETIRO;1
-58.4729;-34.6713;2005-12-01;AQUINO;5200;350;60000;171.4;1.2;R2b II;buscainmuebles_07;2.99;179400;512.6;VILLA LUGANO;8
-58.4531;-34.6189;2005-12-01;ARANGUREN, JUAN F., Dr.;1500;210;165000;785.7;3.46;R2a II;buscainmuebles_25;2.99;493350;2349.3;CABALLITO;6
-58.4842;-34.6284;2005-12-01;ARANGUREN, JUAN F., Dr.;3900;423;160000;378.3;1.2;R2a II;buscainmuebles_24;2.99;478400;1131;FLORESTA;10
-58.4854;-34.6287;2005-12-13;ARANGUREN, JUAN F., Dr.;4000;233.8;130000;556;;R2a II;expoclasificados_96;3.02;392600;1679.1;FLORESTA;10
-58.3651;-34.6397;2005-12-01;ARAOZ DE LAMADRID, G., GRAL.;900;324.2;48000;148.1;3;E3 2;clasificadosargentinos;2.99;143520;442.7;BOCA;4
-58.3662;-34.6398;2005-12-01;ARAOZ DE LAMADRID, G., GRAL.;1000;285;38000;133.3;;E3 2;buscainmuebles_03;2.99;113620;398.7;BOCA;4
-58.3778;-34.6434;2005-12-01;ARAOZ DE LAMADRID, G., GRAL.;1900;4900;2180000;444.9;3;R2b III;buscainmuebles_44;2.99;6.5182e+006;1330.2;BARRACAS;4
-58.4998;-34.6451;2005-12-01;ARAUJO;800;160;62000;387.5;;R2b I;argenprop_61;2.99;185380;1158.6;MATADEROS;9
-58.4962;-34.6479;2005-12-01;ARAUJO;1100;338;94000;278.1;1.2;R2b II;argenprop_03;2.99;281060;831.5;MATADEROS;9
-58.4321;-34.5728;2005-12-01;AREVALO;2800;191;359000;1879.6;;R2a I;argenprop_26;2.99;1.07341e+006;5619.9;PALERMO;14
-58.4739;-34.6257;2005-12-01;ARGERICH;600;433;395000;912.2;;C3 II;argenprop_41;2.99;1.18105e+006;2727.6;FLORES;7
-58.4744;-34.6238;2005-12-13;ARGERICH;775;242.5;220000;907.3;2;C3 II;expoclasificados_96;3.02;664400;2740;FLORES;7
-58.4582;-34.5767;2005-12-01;ARREDONDO, Virrey;3464;220;240000;1090.9;;R2b I;clasificadosargentinos;2.99;717600;3261.8;COLEGIALES;13
-58.5018;-34.6148;2005-12-01;ARREGUI;4300;320;120000;375;;R2b II;argenprop_60;2.99;358800;1121.3;MONTE CASTRO;10
-58.5042;-34.6161;2005-12-13;ARREGUI;4500;216.5;90000;415.7;3;R2b II;expoclasificados_97;3.02;271800;1255.4;MONTE CASTRO;10
-58.5117;-34.6206;2005-12-13;ARREGUI;5137;1800;270000;150;1.2;R2b II;expoclasificados_97R;3.02;815400;453;MONTE CASTRO;10
-58.5067;-34.6537;2005-12-13;ARTIGAS MANUEL de;6400;648;200000;308.6;1.6;R2a II;expoclasificados_96;3.02;604000;932.1;MATADEROS;9
-58.4812;-34.6029;2005-12-01;ARTIGAS, JOSE GERVASIO DE,;2600;337;82000;243.3;;R2b II;argenprop_08;2.99;245180;727.5;VILLA DEL PARQUE;11
-58.5021;-34.5788;2005-12-13;ARTIGAS, JOSE GERVASIO DE,;5300;259.8;125000;481.1;;C3 II;expoclasificados_98;3.02;377500;1453;VILLA PUEYRREDON;12
-58.4265;-34.6316;2005-12-21;ASAMBLEA;50;181.9;160000;879.8;;C3 II;clarin_hasta28-12_b;3.05;488000;2683.4;PARQUE CHACABUCO;7
-58.4;-34.5849;2005-12-01;ASTURIAS;2500;386;30000;77.7;1.2;C3 I;buscainmuebles_02;2.99;89700;232.4;RECOLETA;2
-58.4959;-34.5913;2005-12-01;ASUNCION;2900;240;99000;412.5;1.2;R2b II;buscainmuebles_16;2.99;296010;1233.4;AGRONOMIA;15
-58.5021;-34.5955;2005-12-01;ASUNCION;3400;338;165000;488.2;;R1b I;argenprop_39;2.99;493350;1459.6;VILLA DEVOTO;11
-58.4051;-34.6499;2005-12-01;ATUEL;1100;680;83600;122.9;;E1;buscainmuebles_12;2.99;249964;367.6;NUEVA POMPEYA;4
-58.4064;-34.5896;2005-12-01;AUSTRIA;1900;2700;4000000;1481.5;;R2a I;argenprop_25;2.99;1.196e+007;4429.6;RECOLETA;2
-58.482;-34.5795;2005-12-01;AVALOS;1900;519;530000;1021.2;3.46;R2b II;buscainmuebles_40;2.99;1.5847e+006;3053.4;VILLA URQUIZA;12
-58.483;-34.5784;2005-12-01;AVALOS;2000;404.1;350000;866.1;3.46;R2a II;buscainmuebles_36;2.99;1.0465e+006;2589.7;VILLA URQUIZA;12
-58.4839;-34.5773;2005-12-01;AVALOS;2100;354;450000;1271.2;3.46;R2a II;argenprop_13;2.99;1.3455e+006;3800.8;VILLA URQUIZA;12
-58.4479;-34.618;2005-12-01;AVELLANEDA;1200;1060;500000;471.7;3.46;R2a II;buscainmuebles_40;2.99;1.495e+006;1410.4;CABALLITO;6
-58.4501;-34.619;2005-12-01;AVELLANEDA;1300;3400;2200000;647.1;;E4;argenprop_71;2.99;6.578e+006;1934.7;CABALLITO;6
-58.4539;-34.6206;2005-12-05;AVELLANEDA;1600;334.8;250000;746.7;4.16;R2a II;lanacion_hasta09-12_01;3.01;752500;2247.6;CABALLITO;6
-58.4621;-34.6235;2005-12-01;AVELLANEDA;2200;285;420000;1473.7;5;R2a II;buscainmuebles_38;2.99;1.2558e+006;4406.3;FLORES;7
-58.4797;-34.6287;2005-12-07;AVELLANEDA;3600;467.6;1120000;2395;;R2a II;lanacion_hasta09-12_01;3;3.36e+006;7185;FLORESTA;10
-58.4849;-34.6299;2005-12-01;AVELLANEDA;4000;494;480000;971.7;5.2;R2a II;argenprop_12;2.99;1.4352e+006;2905.3;FLORESTA;10
-58.4634;-34.578;2005-12-01;AVILES, VIRREY;3800;349;175000;501.4;;R2b I;argenprop_23;2.99;523250;1499.3;VILLA ORTUZAR;15
-58.3954;-34.6045;2005-12-01;AYACUCHO;400;260;265000;1019.2;;C3 I;argenprop_51;2.99;792350;3047.5;BALVANERA;3
-58.3956;-34.6033;2005-12-01;AYACUCHO;500;818;690000;843.5;;C3 I;argenprop_49;2.99;2.0631e+006;2522.1;BALVANERA;3
-58.3931;-34.5909;2005-12-01;AYACUCHO;1600;1500;6000000;4000;;C3 I;argenprop_25;2.99;1.794e+007;11960;RECOLETA;2
-58.4005;-34.5967;2005-12-01;AZCUENAGA;1000;599;1200000;2003.3;;E3;argenprop_44;2.99;3.588e+006;5990;RECOLETA;2
-58.3983;-34.5915;2005-12-01;AZCUENAGA;1500;675;1600000;2370.4;3;R2a I;buscainmuebles_44;2.99;4.784e+006;7087.4;RECOLETA;2
-58.3976;-34.5905;2005-12-01;AZCUENAGA;1600;664;1600000;2409.6;;R2a I;argenprop_25;2.99;4.784e+006;7204.8;RECOLETA;2
-58.472;-34.554;2005-12-01;AZURDUY JUANA;3000;693;490000;707.1;;R2b I;argenprop_48;2.99;1.4651e+006;2114.1;NUÑEZ;13
-58.4766;-34.6301;2005-12-01;BACACAY;3400;337;380000;1127.6;2;C3 II;argenprop_07;2.99;1.1362e+006;3371.5;FLORESTA;10
-58.497;-34.6349;2005-12-01;BACACAY;5000;473;90000;190.3;1.2;R2b II;buscainmuebles_15;2.99;269100;568.9;VILLA LURO;10
-58.5051;-34.636;2005-12-01;BACACAY;5600;208;49500;238;1.2;R2b II;buscainmuebles_04;2.99;148005;711.6;VILLA LURO;10
-58.4302;-34.5728;2005-12-01;BAEZ;200;430;650000;1511.6;1.6;R2b I 1;argenprop_48;2.99;1.9435e+006;4519.8;PALERMO;14
-58.4324;-34.5715;2005-12-26;BAEZ;400;242.5;420000;1732.1;;R2a I;clarin_hasta28-12_a;3.04;1.2768e+006;5265.6;PALERMO;14
-58.4815;-34.6313;2005-12-01;BAHIA BLANCA;200;744.8;330000;443.1;3.46;R2b I;argenprop_69;2.99;986700;1324.9;FLORESTA;10
-58.4862;-34.6237;2005-12-01;BAHIA BLANCA;1100;866;224000;258.7;;E3;argenprop_62;2.99;669760;773.4;FLORESTA;10
-58.4862;-34.6237;2005-12-13;BAHIA BLANCA;1100;207;78000;376.8;;E3;expoclasificados_96;3.02;235560;1138;FLORESTA;10
-58.4873;-34.6228;2005-12-13;BAHIA BLANCA;1200;242.5;43000;177.3;3;E3;expoclasificados_96;3.02;129860;535.5;FLORESTA;10
-58.4927;-34.6185;2005-12-13;BAHIA BLANCA;1700;346.4;96000;277.1;;R2b II;expoclasificados_55;3.02;289920;837;FLORESTA;10
-58.503;-34.6084;2005-12-01;BAHIA BLANCA;2800;1270;490000;385.8;;R1b I;argenprop_09;2.99;1.4651e+006;1153.6;VILLA DEVOTO;11
-58.4638;-34.5635;2005-12-01;BALBIN, RICARDO, DR.;2300;224;370000;1651.8;;R2a II;argenprop_36;2.99;1.1063e+006;4938.8;BELGRANO;13
-58.4651;-34.5629;2005-12-01;BALBIN, RICARDO, DR.;2400;258;330000;1279.1;;R2a II;argenprop_27;2.99;986700;3824.4;BELGRANO;13
-58.4744;-34.559;2005-12-01;BALBIN, RICARDO, DR.;3100;280;240000;857.1;1.6;R2b I;buscainmuebles_30;2.99;717600;2562.9;COGHLAN;12
-58.4736;-34.5787;2005-12-01;BALLIVIAN;2200;738;250000;338.8;1.6;R2b I;argenprop_08;2.99;747500;1012.9;VILLA ORTUZAR;15
-58.4774;-34.6334;2005-12-01;BARADERO;50;850;250000;294.1;3.6;R2a II;buscainmuebles_32;2.99;747500;879.4;FLORESTA;10
-58.4771;-34.6341;2005-12-01;BARADERO;100;814;214000;262.9;;R2a II;argenprop_52;2.99;639860;786.1;FLORESTA;10
-58.4762;-34.636;2005-12-01;BARADERO;300;480;170000;354.2;3.46;C3 II;argenprop_55;2.99;508300;1059;FLORESTA;10
-58.4335;-34.6362;2005-12-16;BARCO CENTENERA del;1500;166;53000;319.3;1.2;R2b II;clarin_hasta28-12_f;3.07;162710;980.2;PARQUE CHACABUCO;7
-58.4745;-34.6831;2005-12-01;BARROS PAZOS, JOSE;6100;375;60200;160.5;;R2b II;buscainmuebles_07;2.99;179998;480;VILLA LUGANO;8
-58.5032;-34.641;2005-12-01;BASUALDO;300;1519;600000;395;;R2b I;argenprop_72;2.99;1.794e+006;1181;VILLA LURO;10
-58.4823;-34.581;2005-12-01;BAUNESS;1800;450;195000;433.3;1.6;R1b I 3;buscainmuebles_27;2.99;583050;1295.7;VILLA URQUIZA;15
-58.484;-34.579;2005-12-13;BAUNESS;2000;384;295000;768.2;3.46;R2a II;clarin_hasta15-12_m;3.02;890900;2320.1;VILLA URQUIZA;12
-58.5097;-34.5825;2005-12-01;BAZURCO;3100;459;120000;261.4;1.2;R2b II;argenprop_55;2.99;358800;781.7;VILLA PUEYRREDON;12
-58.515;-34.5857;2005-12-01;BAZURCO;3500;120;85000;708.3;;R1b I;argenprop_43;2.99;254150;2117.9;VILLA DEVOTO;11
-58.4314;-34.6332;2005-12-01;BEAUCHEF;1400;940;185000;196.8;1.5;C3 II;buscainmuebles_26;2.99;553150;588.5;PARQUE CHACABUCO;7
-58.4311;-34.6347;2005-12-01;BEAUCHEF;1500;245;79000;322.4;1.5;R2b II;buscainmuebles_10;2.99;236210;964.1;PARQUE CHACABUCO;7
-58.43;-34.6402;2005-12-01;BEAUCHEF;2000;450;105000;233.3;;R2b II;argenprop_72;2.99;313950;697.7;PARQUE CHACABUCO;7
-58.4994;-34.5984;2005-12-01;BEIRO, FRANCISCO;3300;736;700000;951.1;4;C3 II;buscainmuebles_42;2.99;2.093e+006;2843.8;VILLA DEL PARQUE;11
-58.5111;-34.6056;2005-12-01;BEIRO, FRANCISCO;4300;520;390000;750;;C3 II;argenprop_39;2.99;1.1661e+006;2242.5;VILLA DEVOTO;11
-58.5142;-34.6075;2005-12-13;BEIRO, FRANCISCO;4500;190.5;225000;1181;2;C3 II;expoclasificados_97;3.02;679500;3566.6;VILLA DEVOTO;11
-58.5167;-34.609;2005-12-01;BEIRO, FRANCISCO;4700;250;255000;1020;;C3 II;argenprop_28;2.99;762450;3049.8;VILLA DEVOTO;11
-58.4504;-34.6019;2005-12-01;BELAUSTEGUI, LUIS, Dr.;500;420;155000;369;;R2b I;argenprop_07;2.99;463450;1103.5;VILLA CRESPO;15
-58.4534;-34.6038;2005-12-01;BELAUSTEGUI, LUIS, Dr.;800;311;86000;276.5;1.2;R2b I;argenprop_73;2.99;257140;826.8;VILLA CRESPO;15
-58.4596;-34.6072;2005-12-01;BELAUSTEGUI, LUIS, Dr.;1400;320;95000;296.9;;R2b III;argenprop_75;2.99;284050;887.7;CABALLITO;6
-58.4773;-34.6165;2005-12-13;BELAUSTEGUI, LUIS, Dr.;2900;303.1;85000;280.4;;C3 II;expoclasificados_97;3.02;256700;846.9;VILLA SANTA RITA;11
-58.4982;-34.6303;2005-12-01;BELAUSTEGUI, LUIS, Dr.;5000;1030;260000;252.4;1.2;R2b II;buscainmuebles_32;2.99;777400;754.8;VELEZ SARSFIELD;10
-58.4061;-34.6149;2005-12-01;BELGRANO;2900;856;440000;514;3;C3 I;buscainmuebles_38;2.99;1.3156e+006;1536.9;BALVANERA;3
-58.4814;-34.5889;2005-12-01;BELGRANO;3200;2480;1200000;483.9;;R1b I 3;argenprop_40;2.99;3.588e+006;1446.8;AGRONOMIA;15
-58.417;-34.6158;2005-12-01;BELGRANO;3600;346;250000;722.5;;C3 I;buscainmuebles_32;2.99;747500;2160.4;ALMAGRO;5
-58.4827;-34.6354;2005-12-01;BENEDETTI, OSVALDO E., Dip.Nac.;100;570;180000;315.8;2.5;R2a II;argenprop_10;2.99;538200;944.2;VELEZ SARSFIELD;10
-58.4852;-34.6823;2005-12-01;BERMEJO, ANTONIO Dr.;6600;5700;220000;38.6;;U31;buscainmuebles_29;2.99;657800;115.4;VILLA LUGANO;8
-58.4968;-34.6294;2005-12-01;BERMUDEZ;800;216;87000;402.8;3;E3;buscainmuebles_13;2.99;260130;1204.3;VELEZ SARSFIELD;10
-58.4993;-34.6274;2005-12-01;BERMUDEZ;1100;390;140000;359;;R2b II;argenprop_54;2.99;418600;1073.3;VELEZ SARSFIELD;10
-58.5025;-34.625;2005-12-01;BERMUDEZ;1400;470;106000;225.5;3;R2b II;buscainmuebles_17;2.99;316940;674.3;VELEZ SARSFIELD;10
-58.5099;-34.6193;2005-12-01;BERMUDEZ;2100;250;135000;540;2;R2b II;buscainmuebles_21;2.99;403650;1614.6;MONTE CASTRO;10
-58.4985;-34.6269;2005-12-01;BERNALDES;1200;312;120000;384.6;;R2b II;argenprop_23;2.99;358800;1150;VELEZ SARSFIELD;10
-58.4995;-34.6247;2005-12-01;BERNALDES;1400;145;58000;400;1.2;R2b II;buscainmuebles_06;2.99;173420;1196;VELEZ SARSFIELD;10
